node   1  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   8 sent_total   2085  recv_total   2000

node   9  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (  31,    0) (  32,   32) (   0,   31) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (  68,    0) (  93,   65) (  43,   71)
          (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43)
          (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43)
          (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43)
          (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43)
          (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) (  43,   43) (  93,   93) ( 142,   74) ( 183,  155) (  89,  117)
          ( 285,  217) ( 145,  117) ( 257,  285) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145)
          ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145)
          ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145)
          ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 145,  145) ( 257,  257) ( 142,  139) ( 251,  245) ( 142,  139)
          ( 251,  245) ( 142,  139) ( 251,  245) ( 142,  139) ( 251,  245) ( 142,  139) ( 251,  245) ( 142,  139) ( 251,  245) ( 142,  139)
          ( 251,  245) ( 142,  139) ( 251,  245) ( 142,  139) ( 251,  245) ( 142,  139) ( 251,  245) ( 142,  139) ( 350,  276) ( 232,  201)
          ( 294,  322) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
          ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232) ( 294,  294) ( 232,  232)
         
node   9 sent_total 118647  recv_total 118273

node  10  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (  11,    0) (  27,   27) (   0,   11) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (  84,   28) (   3,    3) ( 109,  109)
          (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109)
          (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109)
          (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109)
          (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109)
          (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 109,  109) (   3,    3) ( 162,  162) (  31,   31) ( 221,  165)
          (  59,   59) ( 277,  221) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277)
          (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277)
          (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277)
          (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 277,  277) (  59,   59) ( 274,  265) (  53,   53) ( 274,  265)
          (  53,   53) ( 274,  265) (  53,   53) ( 274,  265) (  53,   53) ( 274,  265) (  53,   53) ( 274,  265) (  53,   53) ( 274,  265)
          (  53,   53) ( 274,  265) (  53,   53) ( 274,  265) (  53,   53) ( 274,  265) (  53,   53) ( 352,  343) ( 327,  193) ( 415,  406)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
          ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415) ( 327,  327) ( 415,  415)
         
node  10 sent_total 158388  recv_total 157978

